product_id,general_id,sku,product_name,price,size,color,description,image_list,url
56759,elise_56759,FS2401296DMWOCR,ĐẦM KEM ĐUÔI CÁ NƠ EO,2.098.000 VND,"['S', 'M', 'L']",,,"{'001_ĐẦM KEM ĐUÔI CÁ NƠ EO': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401296dmwocr.jpg', '002_ĐẦM KEM ĐUÔI CÁ NƠ EO': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401296dmwocr2.jpg', '003_ĐẦM KEM ĐUÔI CÁ NƠ EO': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401296dmwocr3.jpg', '004_ĐẦM KEM ĐUÔI CÁ NƠ EO': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2401296dmwocr1.jpg'}",
57182,elise_57182,FS2312087BKWOBK,CV TAFTA ĐEN XẾP LY,1.398.000 VND,"['M', 'L']",,,"{'001_CV TAFTA ĐEN XẾP LY': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312087bkwobk1.jpg', '002_CV TAFTA ĐEN XẾP LY': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312087bkwobk2.jpg', '003_CV TAFTA ĐEN XẾP LY': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312087bkwobk.jpg'}",
57172,elise_57172,FF2309131DIWOWH,ĐẦM TRẮNG PHỐI TƠ BÈO NẸP,2.198.000 VND,"['S', 'M', 'L']",,,"{'001_ĐẦM TRẮNG PHỐI TƠ BÈO NẸP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309131diwowh.jpg', '002_ĐẦM TRẮNG PHỐI TƠ BÈO NẸP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309131diwowh1.jpg', '003_ĐẦM TRẮNG PHỐI TƠ BÈO NẸP': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309131diwowh2.jpg'}",
57167,elise_57167,FS2312059DIWOOR,ĐẦM CAM ĐẤT CHÂN BÚT CHÌ CỔ LẬT,2.098.000 VND,"['S', 'M', 'L']",,,"{'001_ĐẦM CAM ĐẤT CHÂN BÚT CHÌ CỔ LẬT': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312059diwoor.jpg', '002_ĐẦM CAM ĐẤT CHÂN BÚT CHÌ CỔ LẬT': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312059diwoor1.jpg'}",
57162,elise_57162,FS2312105BPWOBR,QUẦN SUÔNG NÂU LY GIỮA NẮP TÚI,1.298.000 VND,"['S', 'M', 'L']",,,"{'001_QUẦN SUÔNG NÂU LY GIỮA NẮP TÚI': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312105bpwobr2.jpg', '002_QUẦN SUÔNG NÂU LY GIỮA NẮP TÚI': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312105bpwobr1.jpg', '003_QUẦN SUÔNG NÂU LY GIỮA NẮP TÚI': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312105bpwobr.jpg'}",
57157,elise_57157,FS2312104TSWOBR,ÁO NÂU TÚI NGỰC NẮP ĐÍNH THANH LOGO,1.098.000 VND,"['S', 'M', 'L']",,,"{'001_ÁO NÂU TÚI NGỰC NẮP ĐÍNH THANH LOGO': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312104tswobr1.jpg', '002_ÁO NÂU TÚI NGỰC NẮP ĐÍNH THANH LOGO': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312104tswobr2.jpg', '003_ÁO NÂU TÚI NGỰC NẮP ĐÍNH THANH LOGO': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312104tswobr.jpg'}",
57152,elise_57152,FS2305101BKWOBK,CHÂN VÁY ĐEN DẬP LY,1.398.000 VND,"['S', 'M']",,,"{'001_CHÂN VÁY ĐEN DẬP LY': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2305101bkwobk1.jpg', '002_CHÂN VÁY ĐEN DẬP LY': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2305101bkwobk.jpg', '003_CHÂN VÁY ĐEN DẬP LY': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2305101bkwobk2.jpg'}",
57147,elise_57147,FS2312133TSORBK,ÁO TƠ ĐEN ĐÈ REN LƯỚI HOA,1.198.000 VND,"['S', 'M', 'L']",,,"{'001_ÁO TƠ ĐEN ĐÈ REN LƯỚI HOA': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312133tsorbk.jpg', '002_ÁO TƠ ĐEN ĐÈ REN LƯỚI HOA': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312133tsorbk2.jpg', '003_ÁO TƠ ĐEN ĐÈ REN LƯỚI HOA': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/s/fs2312133tsorbk1.jpg'}",
57142,elise_57142,FF2308213DMWOBK,ĐẦM CHIFFON ĐEN CHÂN XẾP NHÚN,2.198.000 VND,"['S', 'M', 'L']",,,"{'001_ĐẦM CHIFFON ĐEN CHÂN XẾP NHÚN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308213dmwobk.jpg', '002_ĐẦM CHIFFON ĐEN CHÂN XẾP NHÚN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308213dmwobk2.jpg', '003_ĐẦM CHIFFON ĐEN CHÂN XẾP NHÚN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308213dmwobk3.jpg', '004_ĐẦM CHIFFON ĐEN CHÂN XẾP NHÚN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2308213dmwobk1.jpg'}",
57137,elise_57137,FF2309025TLORWH,SM TƠ TRẮNG BUỘC NƠ CỔ VIỀN REN,1.198.000 VND,"['S', 'M', 'L']",,,"{'001_SM TƠ TRẮNG BUỘC NƠ CỔ VIỀN REN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309025tlorwh2.jpg', '002_SM TƠ TRẮNG BUỘC NƠ CỔ VIỀN REN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309025tlorwh3.jpg', '003_SM TƠ TRẮNG BUỘC NƠ CỔ VIỀN REN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309025tlorwh4.jpg', '004_SM TƠ TRẮNG BUỘC NƠ CỔ VIỀN REN': 'https://elise.vn/media/catalog/product/cache/bb52e54e5ec1828d48ae8bf7c98f9f69/f/f/ff2309025tlorwh1.jpg'}",
