general_id,product_id,sku,url,product_name,price,image_list
elise_56344,56344,ff2307029bpdebl,https://elise.vn/ff2307029bpdebl.html,QUẦN JEANS KT XANH ỐNG LOE,1.398.000 VND,{'001_QUẦN JEANS KT XANH ỐNG LOE': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2307029bpdebl.jpg'}
elise_56339,56339,ff2307140tldebl,https://elise.vn/ff2307140tldebl.html,SM JEANS XANH CỔ ĐỨC DIỄU CHỈ,1.398.000 VND,{'001_SM JEANS XANH CỔ ĐỨC DIỄU CHỈ': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2307140tldebl3.jpg'}
elise_56334,56334,ff2309037bkdebl,https://elise.vn/ff2309037bkdebl.html,CHÂN VÁY JEANS TÚI ỐP CÚC TRƯỚC,1.198.000 VND,{'001_CHÂN VÁY JEANS TÚI ỐP CÚC TRƯỚC': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2309037bkdebl.jpg'}
elise_56329,56329,ff2307332tlsibl,https://elise.vn/ff2307332tlsibl.html,SM LỤA XANH HT HOA LOGO CỔ TÀU,1.198.000 VND,{'001_SM LỤA XANH HT HOA LOGO CỔ TÀU': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2307332tlsibl4.jpg'}
elise_56324,56324,ff2309031bkdebl,https://elise.vn/ff2309031bkdebl.html,CHÂN VÁY JEANS ĐUÔI CÁ TÚI TRƯỚC,1.198.000 VND,{'001_CHÂN VÁY JEANS ĐUÔI CÁ TÚI TRƯỚC': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2309031bkdebl.jpg'}
elise_56319,56319,ff2308141tlorpt,https://elise.vn/ff2308141tlorpt.html,SM TƠ TRẮNG HT XANH DÂY CỔ THÊU CHỮ,1.198.000 VND,{'001_SM TƠ TRẮNG HT XANH DÂY CỔ THÊU CHỮ': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2308141tlorpt.jpg'}
elise_56314,56314,ff2309036bpdebl,https://elise.vn/ff2309036bpdebl.html,QUẦN JEANS SUÔNG CÁ CẠP,1.098.000 VND,{'001_QUẦN JEANS SUÔNG CÁ CẠP': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2309036bpdebl1.jpg'}
elise_56309,56309,ff2308139tvlabk,https://elise.vn/ff2308139tvlabk.html,GILE REN HOA ĐEN TÚI ỐP,1.298.000 VND,{'001_GILE REN HOA ĐEN TÚI ỐP': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2308139tvlabk3.jpg'}
elise_56304,56304,ff2308035bpdegr,https://elise.vn/quan-jeans-xam-gau-gap-ff2308035bpdegr.html,QUẦN JEANS XÁM GẤU GẬP,1.098.000 VND,{'001_QUẦN JEANS XÁM GẤU GẬP': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2308035bpdegr.jpg'}
elise_56299,56299,ff2306275tulapw,https://elise.vn/vest-ren-trang-ht-qua-tram-ff2306275tulapw.html,VEST REN TRẮNG HT QUẢ TRÁM,2.098.000 VND,{'001_VEST REN TRẮNG HT QUẢ TRÁM': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2306275tulapw.jpg'}
elise_56294,56294,ff2306276tnlapw,https://elise.vn/ao-2-day-ren-trang-ht-qua-tram-ff2306276tnlapw.html,ÁO 2 DÂY REN TRẮNG HT QUẢ TRÁM,898.000 VND,{'001_ÁO 2 DÂY REN TRẮNG HT QUẢ TRÁM': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2306276tnlapw5.jpg'}
elise_56289,56289,ff2306359dilanv,https://elise.vn/dam-ren-hoa-tim-hoa-phoi-lua-ff2306359dilanv.html,ĐẦM REN HOA TÍM HOA PHỐI LỤA,2.498.000 VND,{'001_ĐẦM REN HOA TÍM HOA PHỐI LỤA': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2306359dilanv.jpg'}
elise_56284,56284,ff2307198diornv,https://elise.vn/dam-to-ong-tim-than-day-co-ht-ff2307198diornv.html,ĐẦM TƠ ÓNG TÍM THAN DÂY CỔ HT,2.098.000 VND,{'001_ĐẦM TƠ ÓNG TÍM THAN DÂY CỔ HT': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2307198diornv.jpg'}
elise_56279,56279,ff2309038bkdebl,https://elise.vn/chan-vay-jeans-ha-eo-xep-ly-ff2309038bkdebl.html,CHÂN VÁY JEANS HẠ EO XẾP LY,1.198.000 VND,{'001_CHÂN VÁY JEANS HẠ EO XẾP LY': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2309038bkdebl.jpg'}
elise_56274,56274,ff2307357tnorpt,https://elise.vn/sm-sat-nach-to-trang-ht-xanh-day-co-ff2307357tnorpt.html,SM SÁT NÁCH TƠ TRẮNG HT XANH DÂY CỔ,1.098.000 VND,{'001_SM SÁT NÁCH TƠ TRẮNG HT XANH DÂY CỔ': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2307357tnorpt.jpg'}
elise_56269,56269,ff2308138bkwobl,https://elise.vn/chan-vay-soi-xanh-dap-ly-dai-cap-ff2308138bkwobl.html,CHÂN VÁY SỢI XANH DẬP LY ĐAI CẠP,1.298.000 VND,{'001_CHÂN VÁY SỢI XANH DẬP LY ĐAI CẠP': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2308138bkwobl5.jpg'}
elise_56264,56264,ff2308137tswobl,https://elise.vn/ao-sat-nach-xanh-tui-nguc-theu-logo-ff2308137tswobl.html,ÁO SÁT NÁCH XANH TÚI NGỰC THÊU LOGO,1.098.000 VND,{'001_ÁO SÁT NÁCH XANH TÚI NGỰC THÊU LOGO': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2308137tswobl2.jpg'}
elise_56258,56258,ff2308013bpwoor,https://elise.vn/ff2308013bpwoor.html,QUẦN SUÔNG CAM ĐẤT LY GIỮA ĐAI CẠP,1.298.000 VND,{'001_QUẦN SUÔNG CAM ĐẤT LY GIỮA ĐAI CẠP': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2308013bpwoor2.jpg'}
elise_56253,56253,ff2308012tlwoor,https://elise.vn/ff2308012tlwoor.html,SM CAM ĐẤT CỔ ĐỨC TRANG TRÍ CÚC TAY,1.098.000 VND,{'001_SM CAM ĐẤT CỔ ĐỨC TRANG TRÍ CÚC TAY': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2308012tlwoor.jpg'}
elise_56248,56248,ff2309001diwobk,https://elise.vn/dam-om-den-nguc-dinh-hoa-cuom-ff2309001diwobk.html,ĐẦM ÔM ĐEN NGỰC ĐÍNH HOA CƯỜM,2.298.000 VND,{'001_ĐẦM ÔM ĐEN NGỰC ĐÍNH HOA CƯỜM': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2309001diwobk.jpg'}
elise_56243,56243,fs2311084diwowh,https://elise.vn/dam-trang-voan-ke-xep-ly-duoi-fs2311084diwowh.html,ĐẦM TRẮNG VOAN KẺ XẾP LY DƯỚI,2.298.000 VND,{'001_ĐẦM TRẮNG VOAN KẺ XẾP LY DƯỚI': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/s/fs2311084diwowh2.jpg'}
elise_56238,56238,ff2307202bkwobk,https://elise.vn/cv-xop-den-van-cheo-dai-cap-ff2307202bkwobk.html,CV XỐP ĐEN VÂN CHÉO ĐAI CẠP,1.298.000 VND,{'001_CV XỐP ĐEN VÂN CHÉO ĐAI CẠP': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2307202bkwobk.jpg'}
elise_56223,56223,fs2311074tloryl,https://elise.vn/sm-to-vang-no-co-beo-fs2311074tloryl.html,SM TƠ VÀNG NƠ CỔ BÈO,1.098.000 VND,{'001_SM TƠ VÀNG NƠ CỔ BÈO': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/s/fs2311074tloryl.jpg'}
elise_56218,56218,fs2311080tlsiwh,https://elise.vn/sm-lua-trang-van-cheo-tay-phong-fs2311080tlsiwh.html,SM LỤA TRẮNG VÂN CHÉO TAY PHỒNG,1.098.000 VND,{'001_SM LỤA TRẮNG VÂN CHÉO TAY PHỒNG': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/s/fs2311080tlsiwh3.jpg'}
elise_56213,56213,ff2306024bpwobk,https://elise.vn/quan-suong-den-gan-giua-ff2306024bpwobk.html,QUẦN SUÔNG ĐEN GÂN GIỮA,1.298.000 VND,{'001_QUẦN SUÔNG ĐEN GÂN GIỮA': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2306024bpwobk2.jpg'}
elise_56208,56208,ff2308171diwocr,https://elise.vn/dam-kem-phoi-to-dinh-no-co-ff2308171diwocr.html,ĐẦM KEM PHỐI TƠ ĐÍNH NƠ CỔ,2.098.000 VND,{'001_ĐẦM KEM PHỐI TƠ ĐÍNH NƠ CỔ': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2308171diwocr.jpg'}
elise_56203,56203,ff2307134tlwowh,https://elise.vn/sm-san-trang-can-day-ren-ff2307134tlwowh.html,SM SẠN TRẮNG CAN DÂY REN,1.298.000 VND,{'001_SM SẠN TRẮNG CAN DÂY REN': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/f/ff2307134tlwowh3.jpg'}
elise_56198,56198,fs2305296tsorge,https://elise.vn/sm-to-xanh-com-co-v-xep-ly-fs2305296tsorge.html,SM TƠ XANH CỐM CỔ V XẾP LY,1.098.000 VND,{'001_SM TƠ XANH CỐM CỔ V XẾP LY': 'https://elise.vn/media/catalog/product/cache/f677d7e3a5087b6a18a5b1f320b78594/f/s/fs2305296tsorge3.jpg'}
